,Address,Style,Building Type,Basement Development,Exterior Finish,Fireplace,OwnershipType,Property Type,Bedrooms,Bathrooms,Amenities Nearby,Lot Size,Parking Type,No. of Parking Spaces,Storeys,Floor Area (m^2),Features,Condo Fees,Community Features,Price
700,"#1312 -15 GREENVIEW AVE, Toronto, Ontario, M2M 4M7",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,2+1,2.0,,,Underground,,1.0,81.38,,$770 Monthly,,"$799,900"
701,"#2002 -85 WOOD ST, Toronto, Ontario, M4Y 0E8",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,1.0,Public Transit,,Underground,,1.0,86.55000000000003,Balcony,$509 Monthly,,"$799,000"
702,"#1503 -386 YONGE ST, Toronto, Ontario, M5B 0A5",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,2.0,,,Underground,,1.0,,Balcony,$575 Monthly,,"$799,000"
703,"#509 -225 SACKVILLE ST, Toronto, Ontario, M5A 0B9",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,"Hospital, Park, Schools",,,,1.0,,Balcony,$630 Monthly,,"$780,000"
704,"#1205 -633 BAY ST, Toronto, Ontario, M5G 2G4",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1,2.0,"Hospital, Public Transit",,Visitor parking,,1.0,,,$757 Monthly,Pets not Allowed,"$779,000"
705,"3206-101 Peter St, Toronto, ON, M5V 2G6",Apartment,,,,,,,2,1.0,,,Owned,1.0,1.0,,,$544 Monthly,,"$768,880"
706,"#235 -35 VIKING LANE, Toronto, Ontario, M9B 0A2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,2.0,,,"Underground, Visitor parking",,,,Balcony,$756 Monthly,,"$764,900"
707,"#409 -2261 LAKE SHORE BLVD W, Toronto, Ontario, M8V 3X1",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2+1,2.0,"Marina, Park, Public Transit",,Underground,,1.0,64.29,Balcony,$817 Monthly,Community Centre,"$759,000"
708,"#204 -59 ANNIE CRAIG DR, Toronto, Ontario, M8V 0C4",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,Park,,"Underground, Visitor parking",,1.0,54.41,Balcony,$487 Monthly,,"$749,000"
709,"#501 -1030 KING ST W, Toronto, Ontario, M6K 3N3",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit",,"Underground, Visitor parking",,1.0,46.41,,$406 Monthly,,"$739,000"
710,"#209 -1205 QUEEN ST W, Toronto, Ontario, M6K 0B9",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1+1,1.0,,,Underground,,1.0,82.07000000000002,Balcony,$639 Monthly,,"$735,000"
711,"#107 -136 WIDDICOMBE HILL BLVD, Toronto, Ontario, M9R 0A9",Townhouse,Row / Townhouse,,Brick,,Condominium/Strata,Single Family,2,2.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,2.0,,"Conservation/green belt, Balcony",$360 Monthly,,"$730,000"
712,"#1018 -87 PETER ST, Toronto, Ontario, M5V 2G4",Apartment,Apartment,,"Brick, Concrete",,Condominium/Strata,Single Family,1+1,1.0,,,,,1.0,46.58,Balcony,$352 Monthly,,"$716,000"
713,"#201 -10 NAVY WHARF COURT CRT, Toronto, Ontario, M5V 3V2",Apartment,Apartment,,,,Condominium/Strata,Single Family,1+1,1.0,,,"Underground, Visitor parking",,1.0,57.66,Balcony,$568 Monthly,,"$709,800"
714,"#3 -84 CASTLEBURY CRES, Toronto, Ontario, M2H 1W8",Townhouse,Row / Townhouse,Finished,"Brick, Wood",,Condominium/Strata,Single Family,4,2.0,,,Garage,,2.0,94.08,Balcony,$608 Monthly,Pets not Allowed,"$699,900"
715,"#3413 -70 CARLTON ST, Toronto, Ontario, M5B 1L6",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,Public Transit,,Underground,,,,Balcony,$0 Monthly,,"$699,000"
716,"#2005 -110 CHARLES ST E, Toronto, Ontario, M4Y 1T5",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Hospital, Park, Public Transit",,"Underground, Visitor parking",,1.0,56.63,Balcony,$379 Monthly,,"$689,900"
717,"#1612 -18 PARKVIEW AVE N, Toronto, Ontario, M2N 7H7",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,2,2.0,,,"Underground, Visitor parking",,1.0,43.7,Balcony,$670 Monthly,Pets not Allowed,"$679,000"
718,"#4011 -21 ICEBOAT TERR, Toronto, Ontario, M5V 4A9",Apartment,Apartment,,,,Condominium/Strata,Single Family,1+1,1.0,"Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,78.27,Balcony,$462 Monthly,,"$669,900"
719,"#604 -11 ST JOSEPH ST, Toronto, Ontario, M4Y 3G4",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,2,1.0,"Hospital, Park, Public Transit, Schools",,"Underground, Visitor parking",,1.0,,,$470 Monthly,,"$659,000"
720,"811-75 The Donway W, Toronto, ON, M3C 2E9",Apartment,,,,,,,1+1,2.0,,,Owned,1.0,1.0,39.14,,$555 Monthly,,"$658,000"
721,"#1805 -100 HARRISON GARDEN BLVD, Toronto, Ontario, M2N 0C2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,1.0,Public Transit,,"Underground, Visitor parking",,1.0,76.39,Balcony,$420 Monthly,,"$658,000"
722,"#603 -96 ST PATRICKS ST, Toronto, Ontario, M5T 1V2",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1,1.0,"Park, Public Transit, Schools",,Visitor parking,,1.0,50.2,Balcony,$520 Monthly,Community Centre,"$655,000"
723,"#213 -175 HILDA AVE, Toronto, Ontario, M2M 1V8",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,3,2.0,,,"Underground, Visitor parking",,1.0,86.22999999999998,Balcony,$647 Monthly,,"$649,900"
724,"#626 -525 WILSON AVE, Toronto, Ontario, M3H 1V1",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,2.0,,,Underground,,1.0,64.92,Balcony,$536 Monthly,,"$649,000"
725,"#909 -125 WESTERN BATTERY RD, Toronto, Ontario, M6K 3R8",Apartment,Apartment,,Brick,,Condominium/Strata,Single Family,1+1,2.0,,,"Underground, Visitor parking",,1.0,,Balcony,$422 Monthly,,"$649,000"
726,"#35 -2800 MIDLAND AVE, Toronto, Ontario, M1S 3K7",Townhouse,Row / Townhouse,Finished,"Aluminum siding, Brick",,Condominium/Strata,Single Family,3+1,4.0,"Public Transit, Schools",,Attached garage,,2.0,97.88,Ravine,$375 Monthly,,"$649,000"
727,"#609 -320 RICHMOND ST E, Toronto, Ontario, M5A 1P9",Apartment,Apartment,,Concrete,,Condominium/Strata,Single Family,1+1,2.0,"Hospital, Park, Public Transit",,Underground,,1.0,50.44,Balcony,$442 Monthly,Community Centre,"$644,900"
